Node,X,Y
7150,400216,767283
7151,400227,824447
7152,400241,798908
7153,400247,801002
7154,400250,880733
7155,400272,808152
7156,400277,748694
7157,400277,885733
7158,400288,756211
7159,400291,810391
7160,400297,746188
7161,400313,909605
7162,400322,859125
7163,400330,796616
7164,400333,831583
7165,400336,765047
7166,400347,879580
7167,400361,746183
7168,400361,755141
7169,400363,889569
7170,400375,1079125
7171,400377,763058
7172,400391,764311
7173,400391,910691
7174,400394,842033
7175,400411,868744
7176,400419,754766
7177,400422,876386
7178,400427,914975
7179,400444,1117313
7180,400455,860086
7181,400455,878305
7182,400466,941355
7183,400469,796547
7184,400480,901550
7185,400483,864691
7186,400491,1015325
7187,400497,849397
7188,400502,1050494
7189,400505,749538
7190,400505,775205
7191,400513,874333
7192,400513,945238
7193,400525,806286
7194,400530,1116727
7195,400547,882516
7196,400552,840261
7197,400569,765525
7198,400580,824013
7199,400588,1063883
7200,400608,956016
7201,400613,876380
7202,400630,767041
7203,400638,807211
7204,400650,877019
7205,400652,749194
7206,400652,800238
7207,400675,745311
7208,400680,749011
7209,400680,825197
7210,400683,858483
7211,400691,807838
7212,400697,753166
7213,400705,807611
7214,400711,748652
7215,400716,740547
7216,400736,1046425
7217,400755,798983
7218,400758,1022227
7219,400763,829438
7220,400788,936163
7221,400791,753019
7222,400794,798658
7223,400811,750900
7224,400819,830252
7225,400830,897380
7226,400833,798483
7227,400847,1048125
7228,400847,1049388
7229,400861,918130
7230,400861,1059388
7231,400869,797508
7232,400875,805705
7233,400875,870597
7234,400877,1088097
7235,400883,912836
7236,400886,829166
7237,400888,985191
7238,400911,740483
7239,400911,795877
7240,400930,830180
7241,400941,759116
7242,400952,876475
7243,400958,751255
7244,400958,807247
7245,400961,989522
7246,400975,993616
7247,400977,742180
7248,400991,1049366
7249,401002,795872
7250,401002,798408
7251,401002,895908
7252,401005,748522
7253,401011,800675
7254,401016,760855
7255,401027,846330
7256,401036,798694
7257,401052,856802
7258,401072,808413
7259,401075,832675
7260,401077,740569
7261,401083,837525
7262,401083,961541
7263,401083,1045194
7264,401091,910175
7265,401097,765036
7266,401100,867719
7267,401105,882072
7268,401108,767161
7269,401108,770352
7270,401119,800175
7271,401125,855969
7272,401125,1049361
7273,401130,872625
7274,401138,878730
7275,401138,879561
7276,401150,1116541
7277,401161,877783
7278,401163,882433
7279,401166,800086
7280,401172,821194
7281,401172,843538
7282,401177,804105
7283,401183,771902
7284,401188,788183
7285,401202,1238222
7286,401211,887452
7287,401211,905630
7288,401213,753402
7289,401213,820108
7290,401222,886452
7291,401222,966622
7292,401222,1027247
7293,401236,876533
7294,401238,860133
7295,401244,798800
7296,401244,876300
7297,401250,798666
7298,401250,916250
7299,401261,740497
7300,401261,829291
7301,401291,798683
7302,401291,994550
7303,401300,765708
7304,401302,755152
7305,401302,1115777
7306,401311,952313
7307,401313,750677
7308,401319,740350
7309,401322,844308
7310,401350,862205
7311,401363,747291
7312,401372,971802
7313,401375,998291
7314,401377,798983
7315,401391,748150
7316,401394,966588
7317,401408,977225
7318,401411,806883
7319,401416,873947
7320,401447,842425
7321,401461,747122
7322,401469,789122
7323,401483,798880
7324,401483,893647
7325,401488,1029625
7326,401494,810663
7327,401497,754022
7328,401497,771286
7329,401500,742138
7330,401502,740313
7331,401511,762513
7332,401511,799077
7333,401519,749169
7334,401527,766030
7335,401533,740286
7336,401536,826852
7337,401536,889644
7338,401538,797413
7339,401544,752219
7340,401544,807105
7341,401566,758330
7342,401566,762025
7343,401572,760508
7344,401572,763072
7345,401597,790666
7346,401605,1032138
7347,401613,790291
7348,401633,763952
7349,401633,1104022
7350,401638,959447
7351,401652,1116100
7352,401663,975855
7353,401666,807000
7354,401669,749180
7355,401672,1051013
7356,401675,921725
7357,401697,805938
7358,401708,740277
7359,401719,849813
7360,401733,798577
7361,401736,802377
7362,401736,854941
7363,401741,751072
7364,401744,749230
7365,401755,1010125
7366,401758,860216
7367,401766,755480
7368,401777,745838
7369,401783,740222
7370,401783,751288
7371,401786,834355
7372,401786,1222347
7373,401794,1184725
7374,401797,761791
7375,401808,754294
7376,401825,806913
7377,401830,798244
7378,401841,755383
7379,401855,754519
7380,401872,767302
7381,401877,851275
7382,401880,869038
7383,401888,852041
7384,401905,747027
7385,401916,852688
7386,401922,740163
7387,401933,853863
7388,401933,863605
7389,401944,1100611
7390,401947,925830
7391,401950,779833
7392,401950,866672
7393,401952,884041
7394,401963,762013
7395,401963,807752
7396,401988,754766
7397,401994,848052
7398,402000,740283
7399,402013,771891
7400,402016,980675
7401,402019,848091
7402,402019,1006252
7403,402022,740125
7404,402022,896980
7405,402022,931250
7406,402030,799263
7407,402052,742141
7408,402055,805569
7409,402066,751000
7410,402077,750730
7411,402077,799472
7412,402088,789838
7413,402097,797672
7414,402105,812663
7415,402108,752786
7416,402108,767913
7417,402113,761236
7418,402113,885061
7419,402144,846369
7420,402150,750111
7421,402150,1048222
7422,402152,782447
7423,402152,860263
7424,402169,747433
7425,402177,945380
7426,402186,808730
7427,402191,796097
7428,402200,744736
7429,402202,740125
7430,402202,889619
7431,402225,844844
7432,402227,857788
7433,402230,835575
7434,402233,769538
7435,402247,1052708
7436,402263,806516
7437,402269,789366
7438,402275,903594
7439,402297,1008380
7440,402300,909500
7441,402305,1040722
7442,402313,756344
7443,402319,927083
7444,402322,768850
7445,402330,761375
7446,402333,740161
7447,402333,910625
7448,402338,1116577
7449,402344,1004169
7450,402352,768416
7451,402361,740011
7452,402388,891230
7453,402394,756513
7454,402397,769202
7455,402397,788352
7456,402402,795769
7457,402411,760566
7458,402411,768944
7459,402413,752841
7460,402416,881841
7461,402419,743016
7462,402427,778933
7463,402430,740011
7464,402430,792377
7465,402433,886425
7466,402436,788491
7467,402450,755955
7468,402452,756500
7469,402455,748463
7470,402463,802116
7471,402469,867250
7472,402472,796775
7473,402483,996330
7474,402497,788491
7475,402502,1037994
7476,402525,756777
7477,402561,754641
7478,402588,768322
7479,402588,1036233
7480,402594,892333
7481,402600,742741
7482,402625,801875
7483,402627,769141
7484,402627,856758
7485,402638,744916
7486,402644,758044
7487,402647,806263
7488,402652,767086
7489,402680,967466
7490,402686,929530
7491,402691,798900
7492,402694,745236
7493,402694,857280
7494,402700,873866
7495,402708,798994
7496,402708,807816
7497,402719,806097
7498,402719,818597
7499,402722,816061
7500,402727,809969
7501,402736,764063
7502,402736,768847
7503,402750,769158
7504,402750,1069577
7505,402752,768483
7506,402752,817511
7507,402761,748494
7508,402769,858419
7509,402783,795450
7510,402794,753875
7511,402794,865108
7512,402808,742516
7513,402819,1001652
7514,402819,1047772
7515,402822,860411
7516,402841,841555
7517,402858,759847
7518,402858,766505
7519,402872,788897
7520,402883,752094
7521,402883,872938
7522,402891,850288
7523,402902,740180
7524,402908,788691
7525,402911,795472
7526,402916,793894
7527,402916,909188
7528,402922,798819
7529,402941,872488
7530,402941,904277
7531,402961,740513
7532,402966,784500
7533,402969,1116938
7534,402972,743586
7535,402986,830680
7536,402986,894850
7537,402988,751813
7538,402988,788925
7539,402991,839688
7540,402994,1099880
7541,403000,900608
7542,403008,852419
7543,403013,795391
7544,403030,969886
7545,403041,739927
7546,403041,741008
7547,403041,999000
7548,403044,826963
7549,403050,878005
7550,403055,896027
7551,403058,880211
7552,403063,1212308
7553,403077,759658
7554,403083,881558
7555,403083,1050805
7556,403088,765936
7557,403105,759397
7558,403105,789388
7559,403111,783244
7560,403116,753255
7561,403119,839158
7562,403133,889736
7563,403138,855005
7564,403144,891697
7565,403147,883500
7566,403155,798313
7567,403161,745141
7568,403172,746202
7569,403180,740155
7570,403200,756105
7571,403211,793797
7572,403216,806100
7573,403219,753283
7574,403230,793127
7575,403244,797013
7576,403247,798925
7577,403247,805777
7578,403252,809013
7579,403272,760113
7580,403275,805961
7581,403277,906069
7582,403280,758911
7583,403280,796155
7584,403283,747911
7585,403288,796413
7586,403294,759655
7587,403294,765155
7588,403294,1048547
7589,403300,760808
7590,403302,739819
7591,403325,984483
7592,403336,756377
7593,403336,759477
7594,403352,820069
7595,403355,759272
7596,403358,783911
7597,403358,798700
7598,403366,740475
7599,403366,754694
7600,403369,1049116
7601,403372,764758
7602,403375,759800
7603,403375,797136
7604,403386,856444
7605,403386,953930
7606,403391,767258
7607,403402,853508
7608,403408,764116
7609,403433,1117200
7610,403444,866652
7611,403452,756333
7612,403455,763902
7613,403461,742883
7614,403461,948722
7615,403469,925688
7616,403477,798644
7617,403486,746594
7618,403486,788838
7619,403488,851500
7620,403488,1047013
7621,403494,762136
7622,403505,798863
7623,403513,843738
7624,403513,903244
7625,403516,761347
7626,403519,887641
7627,403525,744405
7628,403538,753052
7629,403552,800497
7630,403561,801102
7631,403583,814344
7632,403591,914344
7633,403605,740386
7634,403611,837597
7635,403613,739744
7636,403616,761844
7637,403641,749516
7638,403641,1117377
7639,403647,800225
7640,403650,804141
7641,403658,749433
7642,403666,961958
7643,403672,769313
7644,403672,787916
7645,403677,810055
7646,403697,806341
7647,403705,799750
7648,403708,802350
7649,403716,752019
7650,403719,739994
7651,403719,752930
7652,403722,979711
7653,403725,895472
7654,403733,756294
7655,403741,867688
7656,403752,807038
7657,403755,823972
7658,403763,1046916
7659,403766,744250
7660,403769,1117950
7661,403772,1055211
7662,403780,939366
7663,403788,745469
7664,403791,876686
7665,403794,860886
7666,403802,790755
7667,403813,798600
7668,403816,824925
7669,403819,803930
7670,403830,798066
7671,403844,778825
7672,403855,797591
7673,403858,1222797
7674,403875,1045611
7675,403880,759183
7676,403886,786725
7677,403886,854994
7678,403908,754925
7679,403908,798102
7680,403916,743988
7681,403916,1118500
7682,403922,799002
7683,403922,800911
7684,403927,958386
7685,403930,813466
7686,403930,843761
7687,403930,901547
7688,403933,813338
7689,403933,824858
7690,403936,779413
7691,403936,797863
7692,403936,969225
7693,403938,799122
7694,403944,841727
7695,403947,814072
7696,403955,798388
7697,403958,800333
7698,403958,810850
7699,403963,913388
7700,403969,791519
7701,403969,888705
7702,403972,913847
7703,403977,1050744
7704,403980,770233
7705,403983,798900
7706,403986,794222
7707,403988,798411
7708,403997,746347
7709,404008,935802
7710,404019,835452
7711,404022,755875
7712,404030,797783
7713,404036,739919
7714,404058,798252
7715,404058,799122
7716,404063,755022
7717,404075,896427
7718,404077,740347
7719,404077,749786
7720,404086,759219
7721,404086,798391
7722,404086,800836
7723,404088,829555
7724,404091,925675
7725,404105,753786
7726,404125,798794
7727,404127,847763
7728,404130,795705
7729,404141,790202
7730,404141,799880
7731,404141,822411
7732,404147,742300
7733,404147,743658
7734,404152,856505
7735,404155,741913
7736,404163,1206519
7737,404166,868750
7738,404169,865947
7739,404172,798652
7740,404175,862713
7741,404183,1013708
7742,404188,805897
7743,404197,798502
7744,404202,917194
7745,404208,745611
7746,404208,894144
7747,404233,784341
7748,404233,1047086
7749,404236,798830
7750,404255,800941
7751,404258,786202
7752,404258,869080
7753,404258,897791
7754,404263,832969
7755,404263,907925
7756,404266,885261
7757,404272,783891
7758,404272,861255
7759,404311,792611
7760,404316,981055
7761,404330,742000
7762,404333,807719
7763,404336,893130
7764,404338,830738
7765,404344,800825
7766,404344,849777
7767,404347,892177
7768,404350,800663
7769,404369,843797
7770,404377,813733
7771,404383,798433
7772,404400,816991
7773,404402,953775
7774,404402,993694
7775,404405,799961
7776,404416,741302
7777,404416,753419
7778,404416,798822
7779,404455,950658
7780,404461,800677
7781,404463,741786
7782,404463,743863
7783,404469,759666
7784,404483,1222966
7785,404502,831886
7786,404511,853700
7787,404513,743083
7788,404533,1117772
7789,404538,758183
7790,404555,1095280
7791,404566,742469
7792,404577,921711
7793,404591,743613
7794,404591,906716
7795,404591,963772
7796,404597,785919
7797,404597,795233
7798,404602,880952
7799,404608,799511
7800,404613,836700
7801,404641,806011
7802,404650,878963
7803,404655,800658
7804,404672,876683
7805,404677,841805
7806,404680,769322
7807,404700,753208
7808,404711,838927
7809,404741,957333
7810,404755,854944
7811,404769,930030
7812,404772,1095861
7813,404775,1049008
7814,404777,742911
7815,404780,785411
7816,404780,859666
7817,404783,991263
7818,404791,792000
7819,404797,846283
7820,404797,856277
7821,404800,799786
7822,404802,863947
7823,404813,789188
7824,404813,969602
7825,404819,757580
7826,404822,785519
7827,404841,889936
7828,404847,780105
7829,404850,787250
7830,404850,1068311
7831,404861,744522
7832,404863,794516
7833,404863,861336
7834,404872,856130
7835,404875,944108
7836,404897,814458
7837,404897,1119380
7838,404905,870963
7839,404913,799050
7840,404919,1072569
7841,404933,798608
7842,404936,843147
7843,404944,896516
7844,404950,819847
7845,404966,806069
7846,404986,989475
7847,404991,743994
7848,405005,828936
7849,405008,759702
7850,405008,800677
7851,405030,786305
7852,405033,757016
7853,405041,799491
7854,405063,798433
7855,405066,742658
7856,405066,837480
7857,405083,858255
7858,405083,868416
7859,405100,800947
7860,405108,756033
7861,405113,753908
7862,405122,748597
7863,405122,1114736
7864,405141,889905
7865,405152,1075458
7866,405158,755555
7867,405169,1016427
7868,405183,801669
7869,405186,783950
7870,405194,808841
7871,405197,872477
7872,405205,814741
7873,405208,925277
7874,405211,873783
7875,405216,980550
7876,405219,1119383
7877,405222,800344
7878,405247,1118630
7879,405261,750619
7880,405266,996333
7881,405269,975955
7882,405275,894925
7883,405288,794616
7884,405294,891772
7885,405302,1047108
7886,405308,1122975
7887,405316,801691
7888,405322,914147
7889,405344,835205
7890,405363,801847
7891,405369,893575
7892,405394,754972
7893,405394,769611
7894,405408,745880
7895,405416,797994
7896,405430,743636
7897,405433,787880
7898,405433,791625
7899,405488,768122
7900,405488,784294
7901,405488,845702
7902,405491,828275
7903,405500,913847
7904,405508,948191
7905,405511,801930
7906,405527,905061
7907,405530,797575
7908,405533,745319
7909,405538,852775
7910,405544,819180
7911,405544,1231819
7912,405555,759822
7913,405561,908658
7914,405575,828625
7915,405580,900350
7916,405588,791513
7917,405622,1119288
7918,405630,802086
7919,405638,888988
7920,405644,871069
7921,405647,878930
7922,405666,767008
7923,405669,886163
7924,405675,882477
7925,405675,896405
7926,405677,841936
7927,405683,745388
7928,405686,750950
7929,405694,746333
7930,405694,774030
7931,405697,773972
7932,405697,797650
7933,405716,807266
7934,405719,857691
7935,405725,744930
7936,405725,898133
7937,405727,810858
7938,405733,766916
7939,405736,802358
7940,405741,746102
7941,405747,769894
7942,405763,1242627
7943,405772,742286
7944,405788,861902
7945,405791,744119
7946,405794,753411
7947,405800,797669
7948,405813,795666
7949,405825,1047313
7950,405833,909691
7951,405844,1023019
7952,405852,1050838
7953,405861,795316
7954,405861,983880
7955,405866,1223905
7956,405875,866750
7957,405883,736583
7958,405883,824250
7959,405886,831286
7960,405888,737294
7961,405891,744722
7962,405891,765527
7963,405891,802252
7964,405900,985058
7965,405902,998605
7966,405916,1118833
7967,405941,751947
7968,405947,815269
7969,405961,795558
7970,405969,880380
7971,405980,795613
7972,405983,760936
7973,405983,1241561
7974,406000,1124636
7975,406005,839752
7976,406011,813613
7977,406013,753955
7978,406013,797600
7979,406027,787088
7980,406027,795650
7981,406027,806491
7982,406027,868672
7983,406033,783250
7984,406041,736558
7985,406044,956575
7986,406050,777258
7987,406055,978588
7988,406058,889872
7989,406080,742780
7990,406080,797413
7991,406086,865400
7992,406097,1119383
7993,406111,1118991
7994,406113,798372
7995,406116,767188
7996,406127,894591
7997,406130,805630
7998,406150,896222
7999,406155,737300
8000,406166,873208
8001,406172,855047
8002,406175,896002
8003,406183,806044
8004,406186,805775
8005,406188,980969
8006,406197,1118094
8007,406200,825108
8008,406200,966288
8009,406211,904619
8010,406211,986572
8011,406213,791527
8012,406219,742450
8013,406225,808380
8014,406227,737247
8015,406227,939338
8016,406238,737088
8017,406255,1032072
8018,406263,753461
8019,406266,761930
8020,406283,763875
8021,406283,876961
8022,406297,892747
8023,406297,913150
8024,406300,744277
8025,406300,893325
8026,406300,1005152
8027,406305,761713
8028,406308,929244
8029,406319,737130
8030,406336,744077
8031,406350,802283
8032,406352,822333
8033,406355,1047547
8034,406358,782961
8035,406361,736819
8036,406361,911672
8037,406363,829691
8038,406366,791444
8039,406366,802402
8040,406369,975850
8041,406377,744513
8042,406386,736405
8043,406386,775688
8044,406386,1119380
8045,406402,917427
8046,406408,743111
8047,406408,743838
8048,406408,748816
8049,406411,1026263
8050,406413,887833
8051,406416,748363
8052,406419,736700
8053,406422,798511
8054,406425,742858
8055,406427,787730
8056,406427,915644
8057,406430,736961
8058,406430,775808
8059,406430,1112800
8060,406441,974500
8061,406444,804163
8062,406458,805980
8063,406461,1114972
8064,406469,836097
8065,406472,895911
8066,406472,971130
8067,406500,814522
8068,406502,896519
8069,406511,812991
8070,406530,815811
8071,406536,972858
8072,406538,750869
8073,406541,841508
8074,406547,736722
8075,406547,754750
8076,406547,761011
8077,406552,743902
8078,406572,961861
8079,406575,735836
8080,406577,849519
8081,406583,743000
8082,406586,736416
8083,406588,743477
8084,406594,743233
8085,406597,754772
8086,406597,802394
8087,406600,1119955
8088,406608,862419
8089,406625,787802
8090,406627,735519
8091,406630,868694
8092,406638,742111
8093,406638,775961
8094,406641,737088
8095,406641,742636
8096,406641,904347
8097,406644,742647
8098,406658,734886
8099,406661,806233
8100,406661,895800
8101,406669,751577
8102,406669,947211
8103,406669,1118872
8104,406672,813550
8105,406677,1119380
8106,406686,735275
8107,406686,741147
8108,406688,1118238
8109,406700,754958
8110,406705,782388
8111,406722,743577
8112,406733,805766
8113,406733,845188
8114,406733,921619
8115,406738,857213
8116,406763,742911
8117,406766,818705
8118,406766,958588
8119,406786,735894
8120,406786,752372
8121,406788,734175
8122,406788,736744
8123,406788,910727
8124,406791,804950
8125,406800,965061
8126,406800,1223508
8127,406802,734555
8128,406805,734747
8129,406805,1223700
8130,406813,734002
8131,406813,820219
8132,406825,931208
8133,406827,854272
8134,406833,744430
8135,406836,735105
8136,406841,746361
8137,406844,803291
8138,406844,896800
8139,406850,737022
8140,406855,761958
8141,406858,926772
8142,406861,754972
8143,406866,733738
8144,406866,841377
8145,406872,802716
8146,406875,802541
8147,406911,735636
8148,406913,735338
8149,406916,811813
8150,406916,897950
8151,406925,896277
8152,406927,837855
8153,406933,735080
8154,406936,751905
8155,406936,895888
8156,406952,803050
8157,406955,733261
8158,406958,800119
8159,406963,761691
8160,406966,749411
8161,406975,734255
8162,406983,744019
8163,406994,990811
8164,407000,802683
8165,407000,1118097
8166,407002,735933
8167,407008,734625
8168,407008,737133
8169,407011,742305
8170,407022,802866
8171,407036,894072
8172,407038,1050080
8173,407044,963872
8174,407047,736505
8175,407061,733066
8176,407061,838438
8177,407063,839213
8178,407063,933650
8179,407069,749563
8180,407069,815983
8181,407072,736763
8182,407086,732816
8183,407088,843536
8184,407091,1121008
8185,407105,902661
8186,407138,775908
8187,407138,1161030
8188,407141,733819
8189,407141,737005
8190,407141,740063
8191,407147,942350
8192,407150,880061
8193,407163,733222
8194,407166,914500
8195,407172,734841
8196,407180,733547
8197,407186,745697
8198,407188,1118875
8199,407191,736888
8200,407194,748361
8201,407194,761161
8202,407194,993716
8203,407205,734405
8204,407208,740177
8205,407213,892727
8206,407219,954805
8207,407236,737052
8208,407241,737155
8209,407244,815222
8210,407250,732458
8211,407255,753944
8212,407258,735147
8213,407263,788069
8214,407266,736347
8215,407277,730980
8216,407280,740780
8217,407294,760858
8218,407297,732108
8219,407297,811055
8220,407302,803102
8221,407302,919622
8222,407311,948994
8223,407311,1229408
8224,407316,1062830
8225,407319,731861
8226,407322,906644
8227,407336,778858
8228,407336,827900
8229,407350,736883
8230,407355,741727
8231,407358,730825
8232,407361,732630
8233,407372,1140366
8234,407383,730511
8235,407386,851716
8236,407386,995372
8237,407391,890163
8238,407394,743044
8239,407394,803294
8240,407397,937475
8241,407402,753100
8242,407408,736630
8243,407408,743841
8244,407408,752575
8245,407413,743600
8246,407416,887197
8247,407419,950380
8248,407430,731930
8249,407433,888813
8250,407438,740327
8251,407441,734825
8252,407452,867647
8253,407463,741566
8254,407469,909038
8255,407472,731702
8256,407472,885147
8257,407472,895738
8258,407477,785347
8259,407483,741622
8260,407483,756122
8261,407483,956472
8262,407483,988444
8263,407486,847911
8264,407491,736411
8265,407494,868716
8266,407502,786711
8267,407516,763363
8268,407516,818394
8269,407516,924147
8270,407519,803194
8271,407519,884111
8272,407525,736108
8273,407536,860688
8274,407536,882919
8275,407538,733608
8276,407538,752625
8277,407538,798102
8278,407541,755991
8279,407544,863566
8280,407552,736672
8281,407563,736452
8282,407566,881911
8283,407569,729397
8284,407569,933186
8285,407580,870416
8286,407583,736352
8287,407583,825155
8288,407588,735700
8289,407594,825902
8290,407597,744175
8291,407608,871508
8292,407608,1118902
8293,407616,733297
8294,407625,734536
8295,407630,769397
8296,407633,872936
8297,407655,730155
8298,407655,953719
8299,407663,894677
8300,407666,728525
8301,407666,879922
8302,407669,729966
8303,407672,742052
8304,407683,735255
8305,407683,741458
8306,407691,731155
8307,407691,800630
8308,407691,875638
8309,407694,740208
8310,407694,838227
8311,407700,1241416
8312,407702,874452
8313,407705,737180
8314,407705,742330
8315,407713,846155
8316,407719,983691
8317,407733,736436
8318,407738,742738
8319,407741,729433
8320,407744,785536
8321,407744,970502
8322,407755,777927
8323,407758,746011
8324,407761,877363
8325,407763,734677
8326,407775,929436
8327,407777,899663
8328,407786,900147
8329,407794,740241
8330,407797,978119
8331,407800,803386
8332,407808,736769
8333,407808,997411
8334,407811,732466
8335,407811,737250
8336,407811,766733
8337,407838,762305
8338,407841,746972
8339,407858,747805
8340,407861,737141
8341,407866,737269
8342,407869,730094
8343,407869,737372
8344,407872,812827
8345,407875,827366
8346,407877,740147
8347,407877,743886
8348,407883,741336
8349,407886,736000
8350,407886,736477
8351,407886,842038
8352,407888,765591
8353,407891,836433
8354,407894,740569
8355,407905,732022
8356,407905,893605
8357,407913,762838
8358,407919,740041
8359,407933,734155
8360,407933,764727
8361,407933,778602
8362,407936,736275
8363,407936,741505
8364,407941,736608
8365,407941,737488
8366,407944,801369
8367,407952,814736
8368,407958,743152
8369,407961,891972
8370,407972,759697
8371,407977,737000
8372,407977,858205
8373,407980,783975
8374,407986,736802
8375,407986,742394
8376,407988,768625
8377,407988,813786
8378,407988,816955
8379,407994,762127
8380,407994,780544
8381,407997,736513
8382,407997,756622
8383,407997,764280
8384,408000,966666
8385,408002,727902
8386,408005,737288
8387,408013,756105
8388,408016,835105
8389,408019,728413
8390,408022,1241625
8391,408025,737047
8392,408030,726150
8393,408030,749900
8394,408041,740125
8395,408041,763408
8396,408041,764652
8397,408041,821958
8398,408044,904016
8399,408050,819352
8400,408052,742041
8401,408066,737038
8402,408066,741858
8403,408072,736816
8404,408075,911127
8405,408083,829755
8406,408102,795297
8407,408105,778186
8408,408119,741247
8409,408122,730788
8410,408125,761419
8411,408152,730455
8412,408161,736977
8413,408163,736375
8414,408163,795222
8415,408166,964300
8416,408175,730005
8417,408177,800144
8418,408191,831305
8419,408197,737355
8420,408202,762011
8421,408202,879777
8422,408205,742941
8423,408205,985997
8424,408213,739880
8425,408216,744813
8426,408222,741602
8427,408230,726100
8428,408236,733991
8429,408236,759805
8430,408238,735480
8431,408244,726666
8432,408244,742850
8433,408250,783513
8434,408250,911563
8435,408255,732030
8436,408255,736986
8437,408258,742094
8438,408261,735025
8439,408263,741072
8440,408269,739761
8441,408272,832813
8442,408275,762072
8443,408291,853355
8444,408297,742405
8445,408297,750780
8446,408311,730300
8447,408316,758827
8448,408316,768361
8449,408325,1157622
8450,408336,757141
8451,408336,953080
8452,408338,740975
8453,408338,805405
8454,408341,740091
8455,408341,803225
8456,408347,736958
8457,408350,731316
8458,408355,803997
8459,408375,796322
8460,408380,857302
8461,408386,735655
8462,408388,898863
8463,408397,742769
8464,408402,740911
8465,408405,725819
8466,408408,743022
8467,408411,740455
8468,408416,962933
8469,408419,1017247
8470,408427,732933
8471,408430,737152
8472,408436,817641
8473,408447,737022
8474,408450,806147
8475,408452,733355
8476,408455,740883
8477,408475,776863
8478,408480,739980
8479,408480,752919
8480,408483,799622
8481,408486,768200
8482,408486,1119061
8483,408488,736452
8484,408500,782708
8485,408508,739705
8486,408516,737191
8487,408519,731544
8488,408527,731155
8489,408527,740425
8490,408530,741141
8491,408533,734119
8492,408538,748294
8493,408541,1069652
8494,408555,1118922
8495,408558,732011
8496,408561,731877
8497,408566,734700
8498,408566,741288
8499,408569,740219
8500,408580,740811
8501,408583,731000
8502,408583,741641
8503,408588,934972
8504,408597,999869
8505,408611,798955
8506,408613,739886
8507,408616,896786
8508,408622,736341
8509,408625,767947
8510,408625,856016
8511,408638,802591
8512,408644,758113
8513,408644,765527
8514,408644,864997
8515,408644,913144
8516,408655,735325
8517,408655,752069
8518,408658,907483
8519,408661,860775
8520,408663,730361
8521,408663,873636
8522,408666,1240816
8523,408672,980038
8524,408677,868788
8525,408680,734261
8526,408680,777469
8527,408680,975916
8528,408686,730019
8529,408686,752552
8530,408686,823183
8531,408688,725180
8532,408688,733655
8533,408688,742086
8534,408694,845841
8535,408700,961402
8536,408708,735113
8537,408711,747344
8538,408711,984677
8539,408713,734572
8540,408716,1118913
8541,408727,787244
8542,408758,745427
8543,408758,757327
8544,408758,814025
8545,408761,735769
8546,408761,740302
8547,408766,733250
8548,408772,807555
8549,408777,798466
8550,408777,882691
8551,408780,888611
8552,408788,769872
8553,408794,751841
8554,408802,879550
8555,408805,752150
8556,408805,851663
8557,408813,741136
8558,408813,826619
8559,408816,945616
8560,408822,740836
8561,408825,1216597
8562,408830,854975
8563,408830,895025
8564,408830,1239827
8565,408838,745625
8566,408841,723900
8567,408841,729377
8568,408852,739527
8569,408858,740438
8570,408858,782211
8571,408861,732577
8572,408869,735555
8573,408880,803383
8574,408883,738286
8575,408883,806941
8576,408894,1118800
8577,408897,741952
8578,408897,782286
8579,408897,815977
8580,408908,724641
8581,408908,774769
8582,408908,928150
8583,408916,767977
8584,408927,739730
8585,408930,745822
8586,408938,1119011
8587,408947,744333
8588,408952,736013
8589,408952,738075
8590,408952,838888
8591,408975,740163
8592,408983,956711
8593,408988,740930
8594,408988,747069
8595,408994,973991
8596,408997,734152
8597,409002,807641
8598,409008,733436
8599,409011,745147
8600,409022,817341
8601,409025,740622
8602,409025,744075
8603,409027,747094
8604,409033,731583
8605,409033,734602
8606,409038,741188
8607,409044,890344
8608,409050,742102
8609,409063,842966
8610,409069,970986
8611,409072,740755
8612,409083,902847
8613,409097,738083
8614,409100,759916
8615,409105,735625
8616,409113,737827
8617,409113,906472
8618,409116,859244
8619,409116,871552
8620,409125,733013
8621,409133,759669
8622,409133,777786
8623,409152,811061
8624,409166,741722
8625,409166,847027
8626,409169,726625
8627,409175,770480
8628,409175,965280
8629,409177,1113986
8630,409180,1118713
8631,409186,922227
8632,409191,892911
8633,409194,840569
8634,409222,894861
8635,409225,900144
8636,409227,810191
8637,409230,750969
8638,409230,809938
8639,409250,983416
8640,409252,730477
8641,409252,739633
8642,409252,742769
8643,409255,731413
8644,409258,746352
8645,409269,913994
8646,409275,739977
8647,409277,733602
8648,409277,737522
8649,409280,759150
8650,409286,740402
8651,409294,1001602
8652,409297,897575
8653,409297,949758
8654,409311,738991
8655,409319,909469
8656,409322,843388
8657,409327,724147
8658,409327,746597
8659,409327,803636
8660,409350,740194
8661,409352,879344
8662,409355,741866
8663,409366,871508
8664,409377,723013
8665,409380,738325
8666,409402,741322
8667,409405,739972
8668,409413,739597
8669,409416,777852
8670,409436,789711
8671,409444,740758
8672,409461,874533
8673,409463,730697
8674,409466,1240994
8675,409469,730300
8676,409477,903100
8677,409477,903711
8678,409480,797430
8679,409480,839611
8680,409486,737330
8681,409491,741541
8682,409494,725819
8683,409508,730844
8684,409519,764600
8685,409525,833825
8686,409550,741863
8687,409558,739316
8688,409561,729683
8689,409566,744983
